0.848173,15.8067,2
1.1216,19.3196,2.2
1.27866,22.9373,2.4
1.50334,26.618,2.6
1.64111,30.7992,2.8
1.89296,35.3743,3
2.17782,40.3802,3.2
2.998,46.1527,3.4
2.74349,51.8051,3.6
3.10989,57.035,3.8
3.15798,63.1954,4
3.80202,69.9293,4.2
3.73452,78.1874,4.4
4.5809,86.4485,4.6
4.68867,92.5496,4.8
